"osm_id","feature","key","lat","lng","intersection","area"
"1715850351","amenity","bar",-87.6316607,41.8896382,731,"882664c1e7fffff"
"1719743398","amenity","bar",-87.685725,41.9639939,703,"882664d8b1fffff"
"1742945208","amenity","bar",-87.7282033,41.9241249,469,"882664ca3dfffff"
"1742945214","amenity","bar",-87.7281059,41.9241258,469,"882664ca3dfffff"
"1742945497","amenity","bar",-87.7281078,41.9243138,469,"882664ca3dfffff"
"1742945503","amenity","bar",-87.7282069,41.9243294,469,"882664ca3dfffff"
"1742945505","amenity","bar",-87.7281315,41.9243304,469,"882664ca3dfffff"
"1743348179","amenity","bar",-87.7277586,41.9443365,379,"882664ca0dfffff"
"1743348184","amenity","bar",-87.7274663,41.9443405,379,"882664ca0dfffff"
"1743348271","amenity","bar",-87.72776,41.9443777,379,"882664ca0dfffff"
"1743348299","amenity","bar",-87.7274659,41.944383,379,"882664ca0dfffff"
"1743362366","amenity","bar",-87.7399363,41.9485109,380,"882664ca63fffff"
"1743362409","amenity","bar",-87.7399546,41.9485193,380,"882664ca63fffff"
"1743362669","amenity","bar",-87.7399727,41.948555,380,"882664ca63fffff"
"1743363082","amenity","bar",-87.7399098,41.9486,380,"882664ca63fffff"
"1743363161","amenity","bar",-87.7399171,41.9486055,380,"882664ca63fffff"
"1743363787","amenity","bar",-87.7397584,41.9486719,380,"882664ca63fffff"
"1743363906","amenity","bar",-87.7398023,41.9486982,380,"882664ca63fffff"
"1744107393","amenity","bar",-87.7659461,41.9124228,631,"882664c845fffff"
"1744107400","amenity","bar",-87.7657955,41.9124248,631,"882664c845fffff"
"1744107607","amenity","bar",-87.7661331,41.9124676,631,"882664c845fffff"
"1744107621","amenity","bar",-87.7660155,41.9124697,631,"882664c845fffff"
"1744107891","amenity","bar",-87.766017,41.9125041,631,"882664c845fffff"
"1744107903","amenity","bar",-87.765949,41.9125065,631,"882664c845fffff"
"1744108403","amenity","bar",-87.7657997,41.9125647,631,"882664c845fffff"
"1744108414","amenity","bar",-87.7658015,41.9125689,631,"882664c845fffff"
"1744108423","amenity","bar",-87.7658033,41.9125702,631,"882664c845fffff"
"1744108429","amenity","bar",-87.7661377,41.9125705,631,"882664c845fffff"
"1744108436","amenity","bar",-87.765807,41.912573,631,"882664c845fffff"
"1744108455","amenity","bar",-87.7658125,41.9125758,631,"882664c845fffff"
"1744108465","amenity","bar",-87.765818,41.9125772,631,"882664c845fffff"
"1745526356","amenity","bar",-87.7627962,41.9694732,141,"882664d9b1fffff"
"1745526416","amenity","bar",-87.7627851,41.9694787,141,"882664d9b1fffff"
"1745526774","amenity","bar",-87.7627592,41.9694964,141,"882664d9b1fffff"
"1745526891","amenity","bar",-87.7628547,41.9695119,141,"882664d9b1fffff"
"1745527030","amenity","bar",-87.7626816,41.9695344,141,"882664d9b1fffff"
"1745527281","amenity","bar",-87.7626171,41.969556,141,"882664d9b1fffff"
"1745527366","amenity","bar",-87.7627107,41.9695716,141,"882664d9b1fffff"
"1745527428","amenity","bar",-87.762718,41.9695785,141,"882664d9b1fffff"
"1745527899","amenity","bar",-87.762462,41.9696335,141,"882664d9b1fffff"
"1745528296","amenity","bar",-87.762502,41.9696776,141,"882664d9b1fffff"
"1746516707","amenity","bar",-87.7611811,41.9974654,828,"882664d98dfffff"
"1746516719","amenity","bar",-87.7612721,41.9974653,828,"882664d98dfffff"
"1746517233","amenity","bar",-87.76118,41.9977408,828,"882664d98dfffff"
"1746517242","amenity","bar",-87.7612698,41.99774,828,"882664d98dfffff"
"1749350504","amenity","bar",-87.7716728,41.9678183,93,"882664d9b7fffff"
"1749350512","amenity","bar",-87.7715809,41.9678206,93,"882664d9b7fffff"
"1749350636","amenity","bar",-87.7715805,41.9678645,93,"882664d9b7fffff"
"1749350665","amenity","bar",-87.7715933,41.9678742,93,"882664d9b7fffff"
"1749351298","amenity","bar",-87.7716654,41.9680378,819,"882664d9b5fffff"
"1749351299","amenity","bar",-87.7716764,41.9680379,819,"882664d9b5fffff"
"1749351303","amenity","bar",-87.7716102,41.9680389,819,"882664d9b5fffff"
"1749351313","amenity","bar",-87.7715973,41.9680403,819,"882664d9b5fffff"
"1749351472","amenity","bar",-87.7716669,41.9680735,819,"882664d9b5fffff"
"1749351476","amenity","bar",-87.7716118,41.9680746,819,"882664d9b5fffff"
"1749353274","amenity","bar",-87.7784568,41.9686262,94,"882664cb4bfffff"
"1749353275","amenity","bar",-87.7785138,41.9686265,94,"882664cb4bfffff"
"1749353285","amenity","bar",-87.7786497,41.968645,94,"882664cb4bfffff"
"1749353287","amenity","bar",-87.7785154,41.9686457,94,"882664cb4bfffff"
"1749353804","amenity","bar",-87.7786517,41.9688316,94,"882664cb4bfffff"
"1749353813","amenity","bar",-87.778637,41.9688356,94,"882664cb4bfffff"
"1749353818","amenity","bar",-87.7784605,41.9688375,94,"882664cb4bfffff"
"1749363459","amenity","bar",-87.7714826,41.9714741,819,"882664d9b5fffff"
"1749363541","amenity","bar",-87.771578,41.9714992,819,"882664d9b5fffff"
"1749364287","amenity","bar",-87.7713758,41.9716972,819,"882664d9b5fffff"
"1749364352","amenity","bar",-87.7714712,41.9717224,819,"882664d9b5fffff"
"1750428192","amenity","bar",-87.7900466,41.9873879,693,"882664d9a5fffff"
"1750428299","amenity","bar",-87.7901125,41.9874252,693,"882664d9a5fffff"
"1750428620","amenity","bar",-87.7898742,41.9875572,693,"882664d9a5fffff"
"1750428737","amenity","bar",-87.78994,41.9875946,693,"882664d9a5fffff"
"1750451183","amenity","bar",-87.8014537,41.993919,692,"88275936d3fffff"
"1750451287","amenity","bar",-87.8015306,41.9939605,692,"88275936d3fffff"
"1750451661","amenity","bar",-87.801296,41.9940788,692,"88275936d3fffff"
"1750451676","amenity","bar",-87.8013603,41.9940887,692,"88275936d3fffff"
"1750451705","amenity","bar",-87.8013896,41.9941039,692,"88275936d3fffff"
"1750451714","amenity","bar",-87.8013437,41.9941051,692,"88275936d3fffff"
"1755524965","amenity","bar",-87.7128202,41.917421,572,"882664ca3bfffff"
"1755524994","amenity","bar",-87.7127375,41.9174233,572,"882664ca3bfffff"
"1755525195","amenity","bar",-87.7127404,41.9175015,572,"882664ca3bfffff"
"1755525196","amenity","bar",-87.7127569,41.9175016,572,"882664ca3bfffff"
"1755525296","amenity","bar",-87.7127399,41.9175495,572,"882664ca3bfffff"
"1755525297","amenity","bar",-87.7127601,41.9175497,572,"882664ca3bfffff"
"1755525551","amenity","bar",-87.7128292,41.9176282,572,"882664ca3bfffff"
"1755525555","amenity","bar",-87.7127428,41.9176305,572,"882664ca3bfffff"
"1755651481","amenity","bar",-87.7183265,41.9353526,272,"882664ca01fffff"
"1755651625","amenity","bar",-87.7183904,41.9353913,272,"882664ca01fffff"
"1755651879","amenity","bar",-87.7182702,41.9354689,272,"882664ca01fffff"
"1755651931","amenity","bar",-87.7182573,41.9354812,272,"882664ca01fffff"
"1755651933","amenity","bar",-87.7182922,41.9354814,272,"882664ca01fffff"
"1755651980","amenity","bar",-87.7182792,41.935495,272,"882664ca01fffff"
"1755652034","amenity","bar",-87.7181559,41.9355108,272,"882664ca01fffff"
"1755652178","amenity","bar",-87.7182198,41.9355496,272,"882664ca01fffff"
"1755664619","amenity","bar",-87.7213782,41.9392588,272,"882664ca01fffff"
"1755664622","amenity","bar",-87.7211981,41.939262,272,"882664ca01fffff"
"1755664821","amenity","bar",-87.7214738,41.9394418,272,"882664ca01fffff"
"1755664824","amenity","bar",-87.7213838,41.9394427,272,"882664ca01fffff"
"1755664918","amenity","bar",-87.7214766,41.9395365,272,"882664ca01fffff"
"1755664919","amenity","bar",-87.7212046,41.9395406,272,"882664ca01fffff"
"1755741155","amenity","bar",-87.7077903,41.9501254,416,"882664ca43fffff"
"1755741159","amenity","bar",-87.7077039,41.9501263,416,"882664ca43fffff"
"1755741171","amenity","bar",-87.7077038,41.9501359,416,"882664ca43fffff"
"1755741173","amenity","bar",-87.7074832,41.9501375,416,"882664ca43fffff"
"1755741239","amenity","bar",-87.7077897,41.9501899,416,"882664ca43fffff"
"1755741241","amenity","bar",-87.7074845,41.950191,416,"882664ca43fffff"
"1756814925","amenity","bar",-87.7117098,41.9827602,182,"882664d8a5fffff"
"1756814927","amenity","bar",-87.7116234,41.9827611,182,"882664d8a5fffff"
"1756815139","amenity","bar",-87.7117154,41.9829428,182,"882664d8a5fffff"
"1756815140","amenity","bar",-87.7116271,41.9829436,182,"882664d8a5fffff"
"1767158223","amenity","bar",-87.6897304,41.8080547,82,"882664cd41fffff"
"1767158225","amenity","bar",-87.6896497,41.8080556,82,"882664cd41fffff"
"1767158485","amenity","bar",-87.6897338,41.8082633,82,"882664cd41fffff"
"1767158487","amenity","bar",-87.6896531,41.8082642,82,"882664cd41fffff"
"1779002309","amenity","bar",-87.844448,41.822809,NA,""
"1783237005","amenity","bar",-88.0819818,41.9400606,NA,""
"1783237009","amenity","bar",-88.0792755,41.9317361,NA,""
"1786793073","amenity","bar",-87.6969571,41.8994722,568,"882664caebfffff"
"1786793079","amenity","bar",-87.6919568,41.897642,569,"882664ca8dfffff"
"1786793085","amenity","bar",-87.6906931,41.8958185,569,"882664ca8dfffff"
"1888650523","amenity","bar",-87.5969404,41.7952015,523,"882664cc5dfffff"
"1953999080","amenity","bar",-87.7703942,41.6907058,NA,""
"2029403691","amenity","bar",-87.6597835,41.9943234,186,"882664d8c3fffff"
"2029405234","amenity","bar",-87.6601468,41.9939903,186,"882664d8c3fffff"
"2079385934","amenity","bar",-88.0088139,41.8377447,NA,""
"2079924210","amenity","bar",-88.0085825,41.8376533,NA,""
"2079924213","amenity","bar",-88.0084931,41.8377885,NA,""
"2079924214","amenity","bar",-88.0087202,41.8378763,NA,""
"2086708645","amenity","bar",-87.6345885,41.9115662,344,"882664c13bfffff"
"2086708647","amenity","bar",-87.6342839,41.9115704,344,"882664c13bfffff"
"2086708649","amenity","bar",-87.6345901,41.9116319,344,"882664c13bfffff"
"2086708650","amenity","bar",-87.6342855,41.9116361,344,"882664c13bfffff"
"2149599047","amenity","bar",-87.6590804,41.9372356,736,"882664c129fffff"
"2195781285","amenity","bar",-87.6865037,41.862605,96,"882664cabbfffff"
"2195781288","amenity","bar",-87.6861274,41.8626111,96,"882664cabbfffff"
"2195781314","amenity","bar",-87.6861103,41.8626659,96,"882664cabbfffff"
"2195781315","amenity","bar",-87.6861287,41.862666,96,"882664cabbfffff"
"2195781316","amenity","bar",-87.6861911,41.8626663,96,"882664cabbfffff"
"2195781338","amenity","bar",-87.6861924,41.8627212,96,"882664cabbfffff"
"2195781340","amenity","bar",-87.6861116,41.8627235,96,"882664cabbfffff"
"2195781370","amenity","bar",-87.6865104,41.8627974,96,"882664cabbfffff"
"2195781372","amenity","bar",-87.6862962,41.8627981,96,"882664cabbfffff"
"2196025399","amenity","bar",-87.6938241,41.8811903,42,"882664ca87fffff"
"2196025400","amenity","bar",-87.693701,41.8811923,42,"882664ca87fffff"
"2196025476","amenity","bar",-87.6938266,41.8813042,42,"882664ca87fffff"
"2196025483","amenity","bar",-87.6937862,41.8813053,42,"882664ca87fffff"
"2196025530","amenity","bar",-87.693786,41.8813273,42,"882664ca87fffff"
"2196025535","amenity","bar",-87.6937052,41.8813282,42,"882664ca87fffff"
"2196100859","amenity","bar",-87.6966727,41.9005157,568,"882664caebfffff"
"2196100869","amenity","bar",-87.6964112,41.9005181,568,"882664caebfffff"
"2196100913","amenity","bar",-87.6963896,41.9005473,568,"882664caebfffff"
"2196100915","amenity","bar",-87.6964116,41.9005474,568,"882664caebfffff"
"2196101394","amenity","bar",-87.6965032,41.9005726,568,"882664caebfffff"
"2196101395","amenity","bar",-87.6965307,41.9005728,568,"882664caebfffff"
"2196101452","amenity","bar",-87.6966739,41.9005846,568,"882664caebfffff"
"2196101455","amenity","bar",-87.6965325,41.9005851,568,"882664caebfffff"
"2196101458","amenity","bar",-87.6965031,41.9005863,568,"882664caebfffff"
"2196101461","amenity","bar",-87.696391,41.9005871,568,"882664caebfffff"
"2196193268","amenity","bar",-87.6867571,41.9159196,231,"882664cacdfffff"
"2196193451","amenity","bar",-87.6868213,41.9159617,231,"882664cacdfffff"
"2196193545","amenity","bar",-87.6867898,41.915989,231,"882664cacdfffff"
"2196193552","amenity","bar",-87.6867913,41.9159898,231,"882664cacdfffff"
"2196194592","amenity","bar",-87.6865173,41.9161233,231,"882664cacdfffff"
"2196194760","amenity","bar",-87.6865768,41.916162,231,"882664cacdfffff"
"2196695425","amenity","bar",-87.6991299,41.9241082,376,"882664ca11fffff"
"2196695561","amenity","bar",-87.6991953,41.9241487,376,"882664ca11fffff"
"2196695766","amenity","bar",-87.6992647,41.9241913,376,"882664ca11fffff"
"2196696161","amenity","bar",-87.69941,41.9242805,376,"882664ca11fffff"
"2196696257","amenity","bar",-87.6989236,41.9242962,376,"882664ca11fffff"
"2196696452","amenity","bar",-87.6989873,41.924335,376,"882664ca11fffff"
"2196696471","amenity","bar",-87.6989917,41.9243377,376,"882664ca11fffff"
"2196697224","amenity","bar",-87.6989119,41.92441,376,"882664ca11fffff"
"2196697314","amenity","bar",-87.6989119,41.9244147,376,"882664ca11fffff"
"2196697466","amenity","bar",-87.6989855,41.9244412,376,"882664ca11fffff"
"2196697468","amenity","bar",-87.6989892,41.9244412,376,"882664ca11fffff"
"2196697476","amenity","bar",-87.6989891,41.924442,376,"882664ca11fffff"
"2196697718","amenity","bar",-87.6991699,41.9244864,376,"882664ca11fffff"
"2196697732","amenity","bar",-87.6991698,41.9244891,376,"882664ca11fffff"
"2196698996","amenity","bar",-87.6991752,41.9246571,376,"882664ca11fffff"
"2196699000","amenity","bar",-87.6990002,41.9246591,376,"882664ca11fffff"
"2196700902","amenity","bar",-87.6882088,41.9250337,377,"882664ca1bfffff"
"2196700904","amenity","bar",-87.6880416,41.9250341,377,"882664ca1bfffff"
"2196701484","amenity","bar",-87.6882104,41.9252423,377,"882664ca1bfffff"
"2196701487","amenity","bar",-87.688135,41.9252432,377,"882664ca1bfffff"
"2196702206","amenity","bar",-87.6881371,41.9254038,377,"882664ca1bfffff"
"2196702217","amenity","bar",-87.688047,41.9254046,377,"882664ca1bfffff"
"2196706116","amenity","bar",-87.6882581,41.9257969,377,"882664ca1bfffff"
"2196706176","amenity","bar",-87.6878611,41.925807,377,"882664ca1bfffff"
"2196706393","amenity","bar",-87.6882611,41.9258614,377,"882664ca1bfffff"
"2196706420","amenity","bar",-87.6878641,41.9258701,377,"882664ca1bfffff"
"2196787631","amenity","bar",-87.6878998,41.940921,111,"882664ca51fffff"
"2196787638","amenity","bar",-87.6877546,41.9409229,111,"882664ca51fffff"
"2196787640","amenity","bar",-87.6878208,41.9409233,111,"882664ca51fffff"
"2196787647","amenity","bar",-87.6875359,41.9409272,111,"882664ca51fffff"
"2196787651","amenity","bar",-87.6878115,41.9409301,111,"882664ca51fffff"
"2196787653","amenity","bar",-87.6877545,41.9409312,111,"882664ca51fffff"
"2196787746","amenity","bar",-87.6879029,41.9409828,111,"882664ca51fffff"
"2196787752","amenity","bar",-87.6878367,41.9409859,111,"882664ca51fffff"
"2196787760","amenity","bar",-87.6875371,41.9409906,111,"882664ca51fffff"
"2196790248","amenity","bar",-87.6878603,41.9424658,111,"882664ca51fffff"
"2196790249","amenity","bar",-87.6878236,41.9424669,111,"882664ca51fffff"
"2196790252","amenity","bar",-87.6879522,41.9424704,111,"882664ca51fffff"
"2196790265","amenity","bar",-87.6878125,41.9424737,111,"882664ca51fffff"
"2196790268","amenity","bar",-87.6878731,41.9424741,111,"882664ca51fffff"
"2196790277","amenity","bar",-87.6877481,41.9424761,111,"882664ca51fffff"
"2196790281","amenity","bar",-87.6877481,41.9424775,111,"882664ca51fffff"
"2196790284","amenity","bar",-87.687726,41.9424787,111,"882664ca51fffff"
"2196790408","amenity","bar",-87.6879552,41.9425322,111,"882664ca51fffff"
"2196790417","amenity","bar",-87.6877291,41.9425405,111,"882664ca51fffff"
"2196816832","amenity","bar",-87.6993319,41.9536122,112,"882664ca5dfffff"
"2196816834","amenity","bar",-87.69924,41.9536144,112,"882664ca5dfffff"
"2196816858","amenity","bar",-87.6992417,41.9536295,112,"882664ca5dfffff"
"2196816860","amenity","bar",-87.6992104,41.9536307,112,"882664ca5dfffff"
"2196817156","amenity","bar",-87.6993371,41.9538331,112,"882664ca5dfffff"
"2196817161","amenity","bar",-87.6992158,41.9538352,112,"882664ca5dfffff"
"2196853334","amenity","bar",-87.7022537,41.9609718,271,"882664ca4bfffff"
"2196853633","amenity","bar",-87.702344,41.9611342,271,"882664ca4bfffff"
"2196853637","amenity","bar",-87.7022613,41.9611365,271,"882664ca4bfffff"
"2197680023","amenity","bar",-87.6936354,41.9901869,12,"882664d8a9fffff"
"2197680024","amenity","bar",-87.6935104,41.9901876,12,"882664d8a9fffff"
"2197680090","amenity","bar",-87.6936376,41.9903337,12,"882664d8a9fffff"
"2197680094","amenity","bar",-87.6935125,41.9903358,12,"882664d8a9fffff"
"2197894646","amenity","bar",-87.6906052,42.0169793,403,"882664d817fffff"
"2197894650","amenity","bar",-87.6905702,42.0169819,403,"882664d817fffff"
"2197894673","amenity","bar",-87.6903843,42.016986,403,"882664d817fffff"
"2197895015","amenity","bar",-87.6906055,42.0170537,403,"882664d817fffff"
"2197895025","amenity","bar",-87.6903836,42.0170585,403,"882664d817fffff"
"2197897472","amenity","bar",-87.6905432,42.0174008,403,"882664d817fffff"
"2197897477","amenity","bar",-87.6905089,42.0174008,403,"882664d817fffff"
"2197897495","amenity","bar",-87.6907555,42.0173986,403,"882664d817fffff"
"2197897501","amenity","bar",-87.6903778,42.0174009,403,"882664d817fffff"
"2197897507","amenity","bar",-87.6905584,42.0173988,403,"882664d817fffff"
"2197898793","amenity","bar",-87.6905433,42.0175109,403,"882664d817fffff"
"2197898796","amenity","bar",-87.6905586,42.0175109,403,"882664d817fffff"
"2197899137","amenity","bar",-87.6903781,42.0176065,403,"882664d817fffff"
"2197899171","amenity","bar",-87.690756,42.0176254,403,"882664d817fffff"
"2197899227","amenity","bar",-87.6903981,42.0176258,403,"882664d817fffff"
"2199087074","amenity","bar",-87.6659276,41.8371522,247,"882664cf05fffff"
"2199087087","amenity","bar",-87.6660167,41.8372324,247,"882664cf05fffff"
"2199087088","amenity","bar",-87.6660222,41.8372324,247,"882664cf05fffff"
"2199087089","amenity","bar",-87.6659248,41.8372442,247,"882664cf05fffff"
"2199087093","amenity","bar",-87.666044,41.8372531,247,"882664cf05fffff"
"2199087094","amenity","bar",-87.6660439,41.83726,247,"882664cf05fffff"
"2199087101","amenity","bar",-87.6661093,41.8373207,247,"882664cf05fffff"
"2199087102","amenity","bar",-87.6660502,41.8373574,247,"882664cf05fffff"
"2199815904","amenity","bar",-87.6626212,41.8689513,785,"882664ca91fffff"
"2199815908","amenity","bar",-87.6625349,41.8689522,785,"882664ca91fffff"
"2199815975","amenity","bar",-87.6636227,41.8690326,785,"882664ca91fffff"
"2199815976","amenity","bar",-87.6634409,41.8690357,785,"882664ca91fffff"
"2199815982","amenity","bar",-87.6626053,41.8690651,785,"882664ca91fffff"
"2199815983","amenity","bar",-87.6626237,41.8690652,785,"882664ca91fffff"
"2199815992","amenity","bar",-87.6626051,41.8690843,785,"882664ca91fffff"
"2199815993","amenity","bar",-87.6626308,41.8690844,785,"882664ca91fffff"
"2199816026","amenity","bar",-87.662623,41.8691352,785,"882664ca91fffff"
"2199816027","amenity","bar",-87.6626321,41.8691352,785,"882664ca91fffff"
"2199816063","amenity","bar",-87.6626356,41.8691572,785,"882664ca91fffff"
"2199816065","amenity","bar",-87.6626227,41.8691585,785,"882664ca91fffff"
"2199816125","amenity","bar",-87.6636295,41.8692152,785,"882664ca91fffff"
"2199816128","amenity","bar",-87.6634475,41.8692169,785,"882664ca91fffff"
"2199816144","amenity","bar",-87.6626367,41.8692299,785,"882664ca91fffff"
"2199816150","amenity","bar",-87.6625412,41.8692321,785,"882664ca91fffff"
"2200116824","amenity","bar",-87.669453,41.9029016,541,"882664cac3fffff"
"2200116828","amenity","bar",-87.6693446,41.9029037,541,"882664cac3fffff"
"2200116829","amenity","bar",-87.669363,41.9029038,541,"882664cac3fffff"
"2200117168","amenity","bar",-87.669463,41.9031774,503,"882664cacbfffff"
"2200117170","amenity","bar",-87.6693565,41.9031796,503,"882664cacbfffff"
"2200117172","amenity","bar",-87.6693601,41.9031796,503,"882664cacbfffff"
"2200128756","amenity","bar",-87.6725904,41.9034027,541,"882664cac3fffff"
"2200128760","amenity","bar",-87.6725041,41.9034035,541,"882664cac3fffff"
"2200129088","amenity","bar",-87.6725976,41.9036003,541,"882664cac3fffff"
"2200129091","amenity","bar",-87.6725094,41.9036012,541,"882664cac3fffff"
"2200143057","amenity","bar",-87.6720022,41.9070093,502,"882664cac1fffff"
"2200143124","amenity","bar",-87.6720661,41.9070509,502,"882664cac1fffff"
"2200143646","amenity","bar",-87.6717557,41.9072247,502,"882664cac1fffff"
"2200143719","amenity","bar",-87.6718196,41.9072649,502,"882664cac1fffff"
"2200195059","amenity","bar",-87.6745041,41.908603,502,"882664cac1fffff"
"2200195300","amenity","bar",-87.6745735,41.9086459,502,"882664cac1fffff"
"2200195628","amenity","bar",-87.6744225,41.9086753,502,"882664cac1fffff"
"2200196256","amenity","bar",-87.6745401,41.9086759,502,"882664cac1fffff"
"2200196709","amenity","bar",-87.6743225,41.9087625,502,"882664cac1fffff"
"2200196837","amenity","bar",-87.67439,41.9088068,502,"882664cac1fffff"
"2200199931","amenity","bar",-87.6764385,41.9098366,502,"882664cac1fffff"
"2200200048","amenity","bar",-87.6765024,41.9098768,502,"882664cac1fffff"
"2200200690","amenity","bar",-87.6761549,41.9100848,502,"882664cac1fffff"
"2200200807","amenity","bar",-87.6762188,41.9101249,502,"882664cac1fffff"
"2200201023","amenity","bar",-87.6780861,41.9102042,502,"882664cac1fffff"
"2200201025","amenity","bar",-87.6780439,41.9102053,502,"882664cac1fffff"
"2200201093","amenity","bar",-87.6781299,41.9102374,502,"882664cac1fffff"
"2200201390","amenity","bar",-87.6781357,41.9103856,502,"882664cac1fffff"
"2200201393","amenity","bar",-87.6780475,41.9103865,502,"882664cac1fffff"
"2200230349","amenity","bar",-87.6762322,41.9156231,231,"882664cacdfffff"
"2200230367","amenity","bar",-87.6761477,41.9156253,231,"882664cacdfffff"
"2200231880","amenity","bar",-87.6762391,41.9158522,231,"882664cacdfffff"
"2200232041","amenity","bar",-87.6762168,41.9158741,231,"882664cacdfffff"
"2200232050","amenity","bar",-87.6761543,41.9158751,231,"882664cacdfffff"
"2200392651","amenity","bar",-87.6634457,41.9395597,694,"882664c167fffff"
"2200392656","amenity","bar",-87.6632472,41.9395627,694,"882664c167fffff"
